record_hash,area_sqm,rooms,parking,warehouse,elevator,address,price_rial,price_toman,price_usd,price_per_sqm,build_year,source_file
8453ad460fe58efa3f229b815ddd4d88de0cfaed5a827ec917b3f877250d5927,42.0,1,False,True,False,Pirouzi,1390000000.0,139000000,46333.33,33095238,,TehranHouse.csv
4a8b1b18f0692eb960a118002d59813a38b7c5c78aa286a37d59151c1ebbc2a2,93.0,2,True,True,True,Shahrake Gharb,7000000000.0,700000000,233333.33,75268817,,TehranHouse.csv
0715486a44cc268b973543efa2aed37976536ba25da67ff632c80390724477bb,87.0,2,True,True,True,Shahrake Shahid Bagheri,2500000000.0,250000000,83333.33,28735632,,TehranHouse.csv
deb4e969e6b0b6970e7fdce79ddb948a0400ed401e85e9806e4fbe88fd29fc82,65.0,1,True,True,True,Shahran,1880000000.0,188000000,62666.67,28923077,,TehranHouse.csv
a5bc5137a408c18cac2fec55970365228efce62698d686ab4d3d40d57496c772,99.0,2,True,True,True,Moniriyeh,2277000000.0,227700000,75900.0,23000000,,TehranHouse.csv
5eefd681220e879abf0117ea77c358d4438d2306d715ab34bb71f2f7d0992d86,105.0,2,True,True,True,Saadat Abad,7150000000.0,715000000,238333.33,68095238,,TehranHouse.csv
ba0ca9a7cb36f02c38553ee7785c3eab3fb13a5cb1ea1efe19b967f29f0a6e9c,160.0,3,True,True,True,Velenjak,14945000000.0,1494500000,498166.67,93406250,,TehranHouse.csv
b4e85901df7bac083cf7b8709db9be2ec3d5591c40c38d69863af6ff766ebfa7,77.0,2,True,True,True,Amirieh,1771000000.0,177100000,59033.33,23000000,,TehranHouse.csv
f41a1d36642e2fc5f05ad8cbd1691c7453649e9467de78982de06ec30563ae9f,123.0,2,True,True,True,Pirouzi,4059000000.0,405900000,135300.0,33000000,,TehranHouse.csv
3d3a56b99b5fe8ab27a45b5ea68512192df9ff4f6989f202608138a7d1f57bcf,110.0,2,True,True,True,Southern Janatabad,630000000.0,63000000,21000.0,5727273,,TehranHouse.csv
548559cd90a650018cb14883ce015e6ac8130a05a1ce3e03d3180d145c018339,100.0,2,True,True,True,West Ferdows Boulevard,3200000000.0,320000000,106666.67,32000000,,TehranHouse.csv
294549ca359bfb9bb5cb7fb6b3bf2970e3b261a97e04f8005552d4b892a4ceac,90.0,2,False,True,False,Salsabil,1500000000.0,150000000,50000.0,16666667,,TehranHouse.csv
fdf6402628472065c13fbe7f5f9974e0b1b04c896550a382ba12eea2918a22f8,49.0,1,True,True,True,West Ferdows Boulevard,2200000000.0,220000000,73333.33,44897959,,TehranHouse.csv
f5b6d99ecf4850b187aa3fd792a838bbf27b1edf401a00f63c2da658f88be5f8,96.0,2,True,True,True,Zargandeh,7872000000.0,787200000,262400.0,82000000,,TehranHouse.csv
a5982971ce558ff94c476031825e3727a2576fd3383371da5c1c1a1f199dd9e3,67.0,2,True,True,False,Feiz Garden,2350000000.0,235000000,78333.33,35074627,,TehranHouse.csv
9f44f4839d03e11b4d1cff2209891dba097170cf8de55a0e790e7bfb639d7bb9,68.0,2,True,True,True,West Ferdows Boulevard,2500000000.0,250000000,83333.33,36764706,,TehranHouse.csv
eb31173c15ee501dccc409a604c1658907a37facdb111469133016aed26a341c,62.0,1,True,False,True,Water Organization,2150000000.0,215000000,71666.67,34677419,,TehranHouse.csv
7a10f850855460e80e179c2da719eae33acc615316a3bec59596dd060108b58d,55.0,1,True,True,True,West Ferdows Boulevard,2150000000.0,215000000,71666.67,39090909,,TehranHouse.csv
0e95cdc8d466f19c63f27b11f1789c288c4243b35236e76f1c2bfca6ca196897,110.0,2,True,True,True,West Ferdows Boulevard,3750000000.0,375000000,125000.0,34090909,,TehranHouse.csv
39d685a13b13316b6e402dd6d9a5acb3017ef26bc3fa4ef4a0d840904170a4db,129.0,2,True,True,True,West Ferdows Boulevard,5250000000.0,525000000,175000.0,40697674,,TehranHouse.csv
bbfcda4d14cba2b21446144086d2188e031bc6b36bac676d0ecd60e2c09e9470,109.0,2,True,True,True,West Ferdows Boulevard,4830000000.0,483000000,161000.0,44311927,,TehranHouse.csv
36610c78dfc67ec60556285cdc8954ed7b979be4444067c73db34d4a77fb1042,58.0,1,True,True,True,Saadat Abad,3400000000.0,340000000,113333.33,58620690,,TehranHouse.csv
2a3cd80c77e2e0d75f14235a5bfe3490ff267c4e0c3c382e99c718de248eb7b8,55.0,1,True,True,True,Saadat Abad,3850000000.0,385000000,128333.33,70000000,,TehranHouse.csv
501c2c820840519526f5f1e6c8c23ce3ed8010a15a98a35999e95d5de1c9789d,150.0,2,False,True,True,Shahrake Qods,1200000000.0,120000000,40000.0,8000000,,TehranHouse.csv
780028dff637927c8e34c8aa5cea364c4a90d01e2e37af85fc4960d2e7083bb8,130.0,3,True,True,False,ShahrAra,5000000000.0,500000000,166666.67,38461538,,TehranHouse.csv
1425155f77b5a508adbea56cf2bc2d3ed73197f85094d6d8875ec0b2c9a4d31c,88.0,2,True,True,True,Gisha,4750000000.0,475000000,158333.33,53977273,,TehranHouse.csv
a94d27cc36288dc1ef2b5ad869ad0ab26f6f9847cc773d64b38c7451f5966d19,51.0,1,True,True,True,Gisha,2980000000.0,298000000,99333.33,58431373,,TehranHouse.csv
834ceb03626fbfcfc9a225d7a9b203bdb0a73f233ebd7858c9b67da1cb3b8cd4,113.0,3,True,True,False,Shahrake Gharb,7000000000.0,700000000,233333.33,61946903,,TehranHouse.csv
d2d4eef7cad35b80e17964a7c3baacfe2bdcc60a68474aa391731ed49215617d,110.0,2,True,True,True,Ray,2035000000.0,203500000,67833.33,18500000,,TehranHouse.csv
417b47490543929bbf4e164afc6a3eb2a266af31ed659827e5e0c67ee4042525,60.0,1,True,True,True,Abbasabad,2460000000.0,246000000,82000.0,41000000,,TehranHouse.csv
1e914aa8ce5795fec8fc3af1a5d5c5be919d15457178dfe836f92f9afd84352c,98.0,2,True,True,True,Pardis,540000000.0,54000000,18000.0,5510204,,TehranHouse.csv
6dd905c055b00890e1aa3fd2ca2e2d24248d594beae0e00333f4d2c02ea9209c,62.0,2,False,False,True,Ostad Moein,1450000000.0,145000000,48333.33,23387097,,TehranHouse.csv
04f80a8cd00d297a38def177b62431733d8eebafb87d5b1ad79b6bc58e81529f,150.0,3,True,True,True,Farmanieh,10000000000.0,1000000000,333333.33,66666667,,TehranHouse.csv
fe4ae03b17ad6a6eff9294c69683822d6a80e750afb745429f2fcdfb0cbaf2a6,75.0,2,False,False,False,Parand,635000000.0,63500000,21166.67,8466667,,TehranHouse.csv
a5acbebb5c0941e54fcabf712b6215d81c5a0531a7788106861a5ad2920cf72b,61.0,1,True,True,False,Punak,2030000000.0,203000000,67666.67,33278689,,TehranHouse.csv
7a48d1c86d5dd0ebd836aea94e763734c4a5df6858c792969c8e5733b360ddda,72.0,2,True,True,True,Shahran,2350000000.0,235000000,78333.33,32638889,,TehranHouse.csv
0e9c6c7b941bd72f2471b9ec33517e422b484d81ecf064c2268b5d283322b9db,100.0,2,True,True,True,Qasr-od-Dasht,3000000000.0,300000000,100000.0,30000000,,TehranHouse.csv
297ef83c6448c4286680935e3e43a0e354fee4e92906473f9067442431a77415,122.0,3,True,True,True,Aqdasieh,7200000000.0,720000000,240000.0,59016393,,TehranHouse.csv
3440a7177d6d375604a4cdd0324a57c2913984afd025b8ad50d4cb784b500fcf,215.0,3,True,True,True,Pakdasht,1750000000.0,175000000,58333.33,8139535,,TehranHouse.csv
5f29937a4c2368b9c0f91f015d646e5f82869fad703b18671a588671e37b2e23,101.0,2,True,True,True,Railway,3300000000.0,330000000,110000.0,32673267,,TehranHouse.csv
709d79df0da1d9602583ebcbec1624369aa259249d2656b9b5577ecbf68ddc5e,67.0,2,True,True,True,Punak,2800000000.0,280000000,93333.33,41791045,,TehranHouse.csv
ed88e8c03d0fafd005bd0c2cdc0daf065a98d15a6d92096c9b3ae6a1f3e806f7,72.0,2,True,True,False,Punak,2200000000.0,220000000,73333.33,30555556,,TehranHouse.csv
65202952b24fce47ff302697a96f73b4a696497f0a392617ee63577bee6ece7a,63.0,1,True,True,False,Punak,2200000000.0,220000000,73333.33,34920635,,TehranHouse.csv
3f927da7ec7686fe014d644d77e9157261e032c87c38598f4714c70db040e785,75.0,2,True,True,False,Punak,2200000000.0,220000000,73333.33,29333333,,TehranHouse.csv
c1787ad1048b55d55a716c10ccc7d105df0b243459dc7c62effd093f97fffb80,109.0,2,True,True,True,Shahran,3500000000.0,350000000,116666.67,32110092,,TehranHouse.csv
6682e95167863afeb19984df7e77e699300f9f7458009724df360623c84a65b4,122.0,2,True,True,True,Aqdasieh,7000000000.0,700000000,233333.33,57377049,,TehranHouse.csv
c6ee56821e21ef2a5743bdc953542c344cadea7137354f46e95f221c688e18fe,70.0,1,True,True,True,Central Janatabad,3100000000.0,310000000,103333.33,44285714,,TehranHouse.csv
e0074a9e90a2287fc901fa3405a859383a01a60fff576c2e8442d587a38f5060,60.0,1,True,True,True,West Ferdows Boulevard,2450000000.0,245000000,81666.67,40833333,,TehranHouse.csv
da7efdc0ff1a2bcb474953db874846655216012b4eb6ecfa188b5a067fb3f0ba,53.0,1,True,True,False,East Ferdows Boulevard,1920000000.0,192000000,64000.0,36226415,,TehranHouse.csv
70472e8e703a6753ae69f6154704cfcc1094c1afd37dcb2208a32957644d012d,90.0,1,False,True,False,Pakdasht KhatunAbad,850000000.0,85000000,28333.33,9444444,,TehranHouse.csv
64ca655f1dec1a1a3695f7b188cc4cd34cb95d281e7e08f737676937dd88ebab,72.0,2,True,True,True,Amirieh,1650000000.0,165000000,55000.0,22916667,,TehranHouse.csv
ed765c7cf7a12cd7b5183048c79a2683add169d10797db97878166218a5b6467,74.0,2,True,True,True,Amirieh,1700000000.0,170000000,56666.67,22972973,,TehranHouse.csv
d80ea7dad85be0f19e941f1fb60a8f0ab830395e999c560e580b891b4425c909,88.0,3,False,False,True,Parand,560000000.0,56000000,18666.67,6363636,,TehranHouse.csv
0349997dc6b38ed2f92c2a42a2706f19331819a04c882219857ed351a4c1a1b1,63.0,1,True,True,True,Punak,2150000000.0,215000000,71666.67,34126984,,TehranHouse.csv
2c02b170a2c6ba0714fbbeb2c0aed58824414fec8b1cc6d5587f9a0d40ccd4fc,114.0,3,True,True,True,Sattarkhan,5500000000.0,550000000,183333.33,48245614,,TehranHouse.csv
6eb995b20796a35eb46e73bdf37c12a4de3d36e3ec2e26743ed0fdba657c9c9d,151.0,3,True,True,True,Saadat Abad,10200000000.0,1020000000,340000.0,67549669,,TehranHouse.csv
088122b7defca0639c04b3ae264f95b6dc4ec6052b57c64e6677cece9b37856e,42.0,1,True,False,True,Shahran,1760000000.0,176000000,58666.67,41904762,,TehranHouse.csv
ced1af564a780058adba32dd6c556502242038c0547b29b2ff771ecc4f5881ed,300.0,3,True,True,False,Baghestan,1500000000.0,150000000,50000.0,5000000,,TehranHouse.csv
3bf3d7cf5c4326beb7f629f19c9a39876d83f838fd6a5fafd22d27d793535dfe,110.0,2,True,True,True,West Ferdows Boulevard,3730000000.0,373000000,124333.33,33909091,,TehranHouse.csv
cec8dfffeace4b11fb1784b833036860b4fb50b3b33e16e738755be00f4d3c3d,100.0,2,False,False,False,Shahrake Qods,620000000.0,62000000,20666.67,6200000,,TehranHouse.csv
fa90126ecda79ce2dd284780eae6c1f848ffffda670c87793fb584412ea39360,140.0,1,False,False,False,Shahryar,580000000.0,58000000,19333.33,4142857,,TehranHouse.csv
363613b713f8971e195b7bd1c4e6a0c425557b1e33029be99bc6fa89926a5bf9,70.0,2,True,True,True,Northern Janatabad,3050000000.0,305000000,101666.67,43571429,,TehranHouse.csv
85936b9953a3323afaaf339e893aee87b372ba6ddfbe18353a5bb54a34510b8a,60.0,2,True,True,False,West Ferdows Boulevard,2000000000.0,200000000,66666.67,33333333,,TehranHouse.csv
03698e82b1a0cb2f44d5d0280c86302831386c54a4ce65a5d07b2009b5068fd0,76.0,2,True,True,True,North Program Organization,2600000000.0,260000000,86666.67,34210526,,TehranHouse.csv
0ca5209fbd17c029502a2749f0210ca961170081a52c17c2db483a9d83e57967,148.0,3,True,True,True,Daryan No,5990000000.0,599000000,199666.67,40472973,,TehranHouse.csv
16126d44e6f6c1f44fcda23809939f485413ba801cff78980bc33706f76422b6,75.0,2,True,True,True,North Program Organization,2300000000.0,230000000,76666.67,30666667,,TehranHouse.csv
e0672de764878d5d21ceefe20b0102e300b49592fbb34434e9cb6f29f5732371,40.0,1,True,True,False,Pirouzi,1300000000.0,130000000,43333.33,32500000,,TehranHouse.csv
d5f21ba819cca3efbdbe1cadc4d8562ca52007a05134e09c5908ef6c90d935ff,65.0,2,True,True,True,Southern Program Organization,2270000000.0,227000000,75666.67,34923077,,TehranHouse.csv
11541af5cc250da1487463f476100d5e11ebcdfe304a062752a1c2c302bb8fa3,140.0,3,True,True,True,Rudhen,4000000000.0,400000000,133333.33,28571429,,TehranHouse.csv
20f66fb8489e63e5cda872ce2ae20468faa9bbe9c3cfddfc60ed9896917726fa,110.0,2,True,True,True,West Pars,4000000000.0,400000000,133333.33,36363636,,TehranHouse.csv
32ece99b301572c990d075c7337dd659ce4a6f40b00aa7833b42a0c3a9c52f9e,70.0,2,True,False,True,Afsarieh,1650000000.0,165000000,55000.0,23571429,,TehranHouse.csv
8007a5561613259ba96a4b4b6dbcab75e146c39cf0c627a77130ee36d88706fa,128.0,3,True,True,True,Marzdaran,6700000000.0,670000000,223333.33,52343750,,TehranHouse.csv
26539c8cb2fcbec298ae3c6de01fb1f225c6f54eaf25513feb36631fd7c08541,94.0,2,True,True,True,Parand,580000000.0,58000000,19333.33,6170213,,TehranHouse.csv
0c19553e7168df446680762e03b791b69a30600d12855d5d8e3da07c7828e290,67.0,1,True,True,True,Punak,2300000000.0,230000000,76666.67,34328358,,TehranHouse.csv
2a073fff30c2a01201870195582f382979b8dd190a243149c4b9832031ef9410,75.0,1,True,True,True,Shahrake Qods,650000000.0,65000000,21666.67,8666667,,TehranHouse.csv
1e19bc71184a833ae7d713f5faed3257b2e06554fbae284cd30ce2217ee437c0,130.0,2,True,True,True,Dorous,16900000000.0,1690000000,563333.33,130000000,,TehranHouse.csv
8e180c656894440c60144b7f52447d6d8f775b9b9d6c4e67120c5b4b38700d2f,40.0,0,False,False,False,Shahrake Qods,248000000.0,24800000,8266.67,6200000,,TehranHouse.csv
c4e5d309889c6078bab59d7754c308837b613cd33df474b59b8ae67a1a902adc,97.0,2,True,True,True,Pardis,510000000.0,51000000,17000.0,5257732,,TehranHouse.csv
f2ec5b2fbe52d0550613c4816ac940249e178b775213d667d15a4b58e4cfcdf0,110.0,2,True,True,True,Shahran,3850000000.0,385000000,128333.33,35000000,,TehranHouse.csv
b185bb282617c643ae6a061a7f86b3a856204fd3b8f24f2863b687a375cc1d04,150.0,3,True,True,True,Sadeghieh,6000000000.0,600000000,200000.0,40000000,,TehranHouse.csv
e4ac12ba650fa06b65a9f6157f6690d68dc9d0b37aa4ed27ef1808567e8cba8c,75.0,2,False,False,False,Chahardangeh,780000000.0,78000000,26000.0,10400000,,TehranHouse.csv
4a4953eb339f577760f56d1693316dd5426c81075e6793aa2bb577cd9e3f1d39,137.0,3,True,True,True,ShahrAra,7200000000.0,720000000,240000.0,52554745,,TehranHouse.csv
f4540c495945a974e6b47893dd5a47a28411dba57653064ee074d63bc3bbbc65,85.0,2,True,True,True,Parand,410000000.0,41000000,13666.67,4823529,,TehranHouse.csv
01f69d28c9bcd3849120dd97751c260bf9d84cdc8c66dec34a664f108ff7bfe8,68.0,2,False,True,False,Pakdasht,430000000.0,43000000,14333.33,6323529,,TehranHouse.csv
61d33f6a54761508d36d166eb6324a33d7b71288352419c5863b38e2538ac2e8,78.0,2,False,True,False,Baqershahr,800000000.0,80000000,26666.67,10256410,,TehranHouse.csv
b96e4b37be6bc5e85db753f2b0846b61757e7d47d3cc5045451eeba24577feef,85.0,2,True,True,True,Parand,545000000.0,54500000,18166.67,6411765,,TehranHouse.csv
625d69d7676ffaa7b52cf40bcaacc4c74be45187ece7fc010e6fff61a07d05fa,100.0,2,True,True,False,Parand,1280000000.0,128000000,42666.67,12800000,,TehranHouse.csv
be5d11b865a33e14f1a8bd74bc806e44d33cf0da6c6be0fee58fa314602efc79,71.0,2,True,True,True,Punak,2800000000.0,280000000,93333.33,39436620,,TehranHouse.csv
88c1373762e330219d9a92ce90df4518e17bb5c9d86a13fbd284e929453f31d8,140.0,3,True,True,True,Gisha,11200000000.0,1120000000,373333.33,80000000,,TehranHouse.csv
a5f683b04ea4f51715c43c7bec6ef173a56179516ffa0324a0e1c2782c4f5ae9,136.0,3,True,True,False,Parand,750000000.0,75000000,25000.0,5514706,,TehranHouse.csv
d9467e9d1e9f6df673ab523ad64c8c7a619c428a8bfa734f43584dc566aaad55,48.0,1,False,False,False,Jeyhoon,850000000.0,85000000,28333.33,17708333,,TehranHouse.csv
861e709da8c2536db0288d6dfdc0338ac686dd22fce4d9226309733d26ef3fd9,100.0,2,True,True,True,Lavizan,3300000000.0,330000000,110000.0,33000000,,TehranHouse.csv
bab2009659b690bbc9931cec1b5973cbadde883064b20c6cdf0da018b64784e8,82.0,2,True,False,True,Shams Abad,3280000000.0,328000000,109333.33,40000000,,TehranHouse.csv
168812f7fa8d266045de40f89b5764b59d6b28f07946e2ca96e03c4b4bdd3685,120.0,3,True,True,True,Fatemi,4800000000.0,480000000,160000.0,40000000,,TehranHouse.csv
cc3f0ea66b4035d892e35f957362dd0abbb1acc7bc9c261ab5e7d4017ac76cd1,139.0,3,True,True,True,Gisha,7300000000.0,730000000,243333.33,52517986,,TehranHouse.csv
7caed560a7873019dc58428f94fb3ae06d21b1eea70114afa0ba0b770467d898,110.0,3,True,True,True,Keshavarz Boulevard,3950000000.0,395000000,131666.67,35909091,,TehranHouse.csv
0c9c4d5aacd0603557a32a98dca614670c3569d7d1893730ff282ccb8c2ff416,78.0,2,False,False,True,Parand,370000000.0,37000000,12333.33,4743590,,TehranHouse.csv
8a7164857c8c05fe7e1f5e8984897ddb4796609a1174afd8e9608d1fd67da7af,79.0,2,False,False,False,Baghestan,750000000.0,75000000,25000.0,9493671,,TehranHouse.csv
30d37689024d1cf5952e15e78bfe3431c0f0973539cd1c0e65286d1a5a59183e,66.0,2,True,True,True,Salsabil,1725000000.0,172500000,57500.0,26136364,,TehranHouse.csv
f9e54bc66d0634d826a127d07dc15684bdac002a243f0801833ac36ff2599221,78.0,2,True,True,True,Kahrizak,780000000.0,78000000,26000.0,10000000,,TehranHouse.csv
d637ec2bbd49b420e833d5177ae0b4bab9e24ee001cd6164f368a06f0fbfec05,85.0,2,True,True,True,Shahryar,1419000000.0,141900000,47300.0,16694118,,TehranHouse.csv
918c11330333d2b08baf334ed444ffef550e680d58c8737416617f2975418d98,100.0,2,True,True,False,Qarchak,1200000000.0,120000000,40000.0,12000000,,TehranHouse.csv
903e765b5df81d15144943377cc3bcf820c8a69d7326c2a2b293859b8dcfb550,80.0,2,True,True,True,Northren Jamalzadeh,3600000000.0,360000000,120000.0,45000000,,TehranHouse.csv
d74c8c46dccfaab656e3193233319972447d4e3ff8e33b82438a539c1ec1c2e8,44.0,1,True,True,False,Salsabil,1050000000.0,105000000,35000.0,23863636,,TehranHouse.csv
b474f5abcaea170766285a6e168dd58b1a774632def5d97b6931235d59d77ed8,120.0,2,True,True,False,Shahryar,1200000000.0,120000000,40000.0,10000000,,TehranHouse.csv
6ad26290b710673dfea4461af9edde178b4c23e26d81d1ac9a6f4c38c5775572,50.0,1,False,True,False,Shahrake Qods,340000000.0,34000000,11333.33,6800000,,TehranHouse.csv
f40935d16dc4a5e8cb8c3891e21c396e55c11c3bca5e9a5e796bbfec250a71cd,121.0,3,True,True,False,Ostad Moein,3300000000.0,330000000,110000.0,27272727,,TehranHouse.csv
062915c7937269260b666423d2407910a7bc3f237d7d5c391679df93486ebb3a,80.0,2,True,True,True,Azarbaijan,2800000000.0,280000000,93333.33,35000000,,TehranHouse.csv
53dd2f9a00b9ed1c2d79b6eda403a4d437a64a8539d4d38ed9b90825eb5f20fb,70.0,2,False,True,True,Bahar,1200000000.0,120000000,40000.0,17142857,,TehranHouse.csv
f72b25762cff6021fba8d0dfa6570c74a046a6a1714a9698088fd4d83f142cca,40.0,0,False,False,False,Pakdasht,165000000.0,16500000,5500.0,4125000,,TehranHouse.csv
72351038577bc3b6d38d5e5b42d4ebea1df76ceb235b679c6b49e8d8aee2d8dc,88.0,2,True,True,True,Railway,2860000000.0,286000000,95333.33,32500000,,TehranHouse.csv
713a717ef2ac6336407bfa79fe3a5ac6155907ce787e98061b85d6d2aa749b17,141.0,3,True,True,True,Persian Gulf Martyrs Lake,3810000000.0,381000000,127000.0,27021277,,TehranHouse.csv
2aaee0b4fa120c5b40c108ce59d78550f91c5acfd5d5637f4f1dbeee9749e8c6,140.0,3,True,True,True,Persian Gulf Martyrs Lake,1790000000.0,179000000,59666.67,12785714,,TehranHouse.csv
bccaf26d0905414e48914aec98ba3a835baadee996d2a5621a4e3894ce89854b,120.0,2,True,True,True,Persian Gulf Martyrs Lake,1530000000.0,153000000,51000.0,12750000,,TehranHouse.csv
7224df283756959cb4b73cf7d56c6788412f3ee960c63a699c94f86caf99b8f5,66.0,2,False,True,False,Beryanak,1000000000.0,100000000,33333.33,15151515,,TehranHouse.csv
c7bc127a785167fb9d9dbde969d83faf63b1e9f2a24ba27a5bb1c9ae21691364,70.0,2,True,True,True,Punak,3500000000.0,350000000,116666.67,50000000,,TehranHouse.csv
7051346f024b77535de999f4a4211b8ee50b64d52f58fd8c7a80881712156bc0,75.0,2,True,False,True,Heshmatieh,3000000000.0,300000000,100000.0,40000000,,TehranHouse.csv
6bb32ba3a6d2badee336535c18fb806c5caec06d9cce573046d2a2172da29ec3,70.0,2,False,True,True,Elm-o-Sanat,1800000000.0,180000000,60000.0,25714286,,TehranHouse.csv
42b9a3cda66696d046155d23d15beb8c76cd64a79562fda38f6df8ebdeef1e90,150.0,3,True,True,True,Saadat Abad,20000000000.0,2000000000,666666.67,133333333,,TehranHouse.csv
b4d176130c2645364a873baf35e998038503c9e11ae26fd4a51171b8e090692b,95.0,2,True,True,True,Golestan,950000000.0,95000000,31666.67,10000000,,TehranHouse.csv
3c6475decb600e8d7cb6c4e4ab3a3d3c6034192caa3014160045947573ab9aff,127.0,2,True,True,True,Southern Janatabad,6000000000.0,600000000,200000.0,47244094,,TehranHouse.csv
b903dccab54373ffb401e172d253f9ed5f5a4696b5445577853a45313a853b61,123.0,3,True,True,True,Shahr-e-Ziba,3700000000.0,370000000,123333.33,30081301,,TehranHouse.csv
3408167bae88f981bdbcdbc33155de007919e0178a790ccbc57850389947bd58,63.0,2,True,True,True,Southern Janatabad,2000000000.0,200000000,66666.67,31746032,,TehranHouse.csv
7f6bd61969a05b7674ec171c1e778415c038ddd5de37784abda76fc0abf38808,90.0,2,True,True,True,Punak,3050000000.0,305000000,101666.67,33888889,,TehranHouse.csv
ab492ddc5f1ac4d6ef6398d497f657894e203727e9f566467ecc6acef97983a9,105.0,2,True,True,True,Pardis,605000000.0,60500000,20166.67,5761905,,TehranHouse.csv
d367308797ed3dce2e167437f072f65216ea1e5a29a2b6ab893b3428419b4436,180.0,3,True,True,True,Pasdaran,9900000000.0,990000000,330000.0,55000000,,TehranHouse.csv
b156155509e8f3f9fd4923857f8a9a83a7242cd9b2e87b82d7a731287cdd8872,120.0,3,True,False,True,Pirouzi,3700000000.0,370000000,123333.33,30833333,,TehranHouse.csv
5f61830ab5ef57de290142baa8b074e29e9123b7b73ce6fe137fd281583c934c,65.0,2,True,True,True,Feiz Garden,2500000000.0,250000000,83333.33,38461538,,TehranHouse.csv
3607b28dd4790d27e4c0189af0c59b26837c2f8a7cd79754680a037988d3c6d8,158.0,3,True,True,True,Farmanieh,10480000000.0,1048000000,349333.33,66329114,,TehranHouse.csv
8945dd7cd2f46961d8bbac2a87129e0ecd69cfcd3a30879c8985dd5636cb8a0f,144.0,3,True,True,True,Chardivari,7632000000.0,763200000,254400.0,53000000,,TehranHouse.csv
